-19.0467 10.1874
-20.061 8.2731
-20.8825 6.2577
-21.5011 4.1607
-21.9087 2.0025
-22.0991 -0.1956
-22.0686 -2.4117
-21.8154 -4.6236
-21.3401 -6.8088
-20.6455 -8.945
-19.7367 -11.0101
-18.6209 -12.9827
-17.3077 -14.8419
-15.8086 -16.568
-14.137 -18.1424
-12.3084 -19.5477
-10.34 -20.7683
-8.2504 -21.7904
-6.0597 -22.6018
-3.7891 -23.1925
-1.461 -23.5547
0.9017 -23.6828
3.2753 -23.5736
5.6359 -23.226
7.9597 -22.6416
10.2227 -21.8244
12.4017 -20.7807
14.4739 -19.5191
16.4175 -18.0506
18.2119 -16.3883
19.8377 -14.5474
21.277 -12.545
22.5139 -10.4002
23.5342 -8.1332
24.3259 -5.7661
24.8792 -3.322
25.1865 -0.8249
25.2428 1.7004
25.0455 4.2286
24.5947 6.7343
23.8929 9.1919
22.9451 11.5763
21.7591 13.8629
20.345 16.0278
18.7152 18.0483
16.8846 19.9028
14.87 21.5713
12.6905 23.0357
10.3666 24.2795
7.9208 25.2886
5.3768 26.0509
2.7595 26.557
0.0948 26.7998
-2.5908 26.7749
-5.2704 26.4806
-7.917 25.9178
-10.5035 25.0902
-13.0035 24.0042
-15.3911 22.6688
-17.6415 21.0957
-19.7309 19.299
-21.6371 17.2952
-23.3396 15.1031
-24.8198 12.7432
-26.061 10.2383
-27.0492 7.6125
-27.7726 4.8914
-28.2218 2.1017
-28.3906 -0.7288
-28.2753 -3.5721
-27.8749 -6.3994
-27.1915 -9.1823
-26.23 -11.8923
-24.9982 -14.5017
-23.5066 -16.9835
-21.7685 -19.3117
-19.7996 -21.462
-17.6182 -23.4113
-15.2448 -25.1388
-12.702 -26.6254
-10.0142 -27.8545
-7.2077 -28.8121
-4.3097 -29.4867
-1.3489 -29.8696
1.6453 -29.9549
4.643 -29.7398
7.614 -29.2244
10.5283 -28.4121
13.3561 -27.3089
16.0684 -25.9241
18.6371 -24.2697
21.0355 -22.3607
23.2382 -20.2146
25.2218 -17.8514
26.9649 -15.2936
28.4485 -12.5656
29.6559 -9.6938
30.5732 -6.7061
31.1892 -3.6319
31.496 -0.5017
31.4884 2.6536
31.1645 5.8022
30.5255 8.9125
29.576 11.9529
28.3234 14.8924
26.7786 17.7008
24.9552 20.349
22.8698 22.8093
20.5418 25.0558
17.9931 27.0647
15.2481 28.8142
12.333 30.2851
9.2762 31.461
6.1075 32.3281
2.8583 32.876
-0.4395 33.0971
-3.7528 32.9872
-7.0484 32.5455
-10.2931 31.7744
-13.454 30.6796
-16.4988 29.2703
-19.3961 27.5587
-22.1159 25.5603
-24.6298 23.2934
-26.9114 20.7793
-28.9362 18.0417
-30.6826 15.107
-32.1311 12.0033
-33.2657 8.7611
-34.0729 5.412
-34.5428 1.9891
-34.6687 -1.4736
-34.4474 -4.9416
-33.879 -8.3799
-32.9674 -11.7539
-31.7196 -15.0292
-30.1464 -18.1724
-28.2616 -21.1512
-26.0825 -23.9346
-23.6293 -26.4935
-20.9251 -28.8011
-17.9956 -30.8326
-14.8691 -32.5661
-11.5759 -33.9825
-8.1481 -35.0658
-4.6195 -35.8032
-1.0249 -36.1855
2.5999 -36.2068
6.2187 -35.8649
9.7949 -35.1612
13.2926 -34.1008
16.676 -32.6925
19.9106 -30.9485
22.9631 -28.8844
25.8017 -26.5193
28.3969 -23.8753
30.7211 -20.9774
32.7497 -17.8535
34.4606 -14.5336
35.8349 -11.0502
36.8571 -7.4372
37.515 -3.7304
37.8 0.0336
37.7073 3.8172
37.2358 7.5825
36.3883 11.2916
35.1713 14.907
33.5951 18.3918
31.6736 21.7104
29.4244 24.8285
26.8683 27.7138
24.0294 30.3361
20.9347 32.6677
17.6141 34.6836
14.0997 36.3621
10.4257 37.6844
6.6284 38.6355
2.7452 39.204
-1.1854 39.3822
-5.1241 39.1662
-9.0315 38.5564
-12.868 37.5567
-16.5948 36.1753
-20.1739 34.4241
-23.5688 32.3189
-26.7442 29.879
-29.6673 27.1273
-32.3075 24.0897
-34.6368 20.7955
-36.6303 17.2764
-38.2663 13.5665
-39.5266 9.7023
-40.3968 5.7218
-40.8661 1.6644
-40.9279 -2.4297
-40.5796 -6.5194
-39.8227 -10.5637
-38.6628 -14.5217
-37.1095 -18.3533
-35.1766 -22.0195
-32.8816 -25.4825
-30.2459 -28.7067
-27.2942 -31.6586
-24.0547 -34.3072
-20.5584 -36.6245
-16.8394 -38.5856
-12.9338 -40.1691
-8.8799 -41.3574
-4.7178 -42.1367
-0.4888 -42.4972
3.7651 -42.4333
8.0013 -41.9436
12.1772 -41.0312
16.2505 -39.703
20.1799 -37.9706
23.9254 -35.8495
27.4484 -33.3591
30.7125 -30.5226
33.6839 -27.3671
36.3313 -23.9226
38.6266 -20.2224
40.5453 -16.3024
42.0663 -12.201
43.1726 -7.9586
43.8511 -3.617
44.0931 0.7807
43.8942 5.1905
43.2544 9.5682
42.178 13.8699
40.674 18.052
38.7555 22.0719
36.4399 25.8886
33.7487 29.463
30.7071 32.758
27.3441 35.7394
23.692 38.3757
19.7863 40.6392
15.6648 42.5053
11.3682 43.9537
6.9386 44.9678
2.4199 45.5357
-2.1428 45.6497
-6.7041 45.3067
-11.2182 44.508
-15.6396 43.2597
-19.9234 41.5724
-24.0262 39.4611
-27.906 36.9452
-31.5229 34.048
-34.8394 30.7971
-37.8211 27.2236
-40.4366 23.3618
-42.658 19.2493
-44.4614 14.9262
-45.8269 10.4351
-46.739 5.8203
-47.1865 1.1275
-47.1631 -3.5965
-46.6668 -8.3045
-45.7008 -12.9492
-44.2728 -17.4837
-42.395 -21.8621
-40.0845 -26.0398
-37.3626 -29.9741
-34.2549 -33.6244
-30.7909 -36.953
-27.004 -39.9252
-22.9307 -42.5097
-18.6107 -44.6789
-14.0863 -46.4093
-9.4021 -47.6819
-4.6043 -48.4819
0.2593 -48.7993
5.1403 -48.6291
9.9898 -47.9709
14.7591 -46.8293
19.3999 -45.2138
23.8652 -43.1386
28.1096 -40.6228
32.0895 -37.6897
35.764 -34.3671
39.095 -30.6867
42.0476 -26.684
44.5909 -22.3978
46.6976 -17.87
48.3448 -13.145
49.5142 -8.2694
50.1922 -3.2914
